food_id,name,basic_flavor,ingredients
135,Food_135,bitter,"['Meat', 'Seafood']"
136,Food_136,salt,"['Meat', 'Vegetable']"
137,Food_137,sour,"['Vegetable', 'Meat']"
138,Food_138,umami,"['Vegetable', 'Meat']"
139,Food_139,salt,"['Meat', 'Vegetable']"
140,Food_140,umami,"['Vegetable', 'Seafood']"
141,Food_141,salt,"['Vegetable', 'Seafood']"
142,Food_142,salt,"['Vegetable', 'Seafood']"
143,Food_143,sour,"['Seafood', 'Meat']"
144,Food_144,sweet,"['Meat', 'Seafood']"
145,Food_145,sour,"['Vegetable', 'Meat']"
146,Food_146,umami,"['Vegetable', 'Meat']"
147,Food_147,sweet,"['Meat', 'Vegetable']"
148,Food_148,bitter,"['Seafood', 'Vegetable']"
149,Food_149,sweet,"['Seafood', 'Meat']"
150,Food_150,sweet,"['Meat', 'Seafood']"
151,Food_151,sour,"['Meat', 'Seafood']"
152,Food_152,salt,"['Seafood', 'Meat']"
153,Food_153,umami,"['Vegetable', 'Seafood']"
154,Food_154,umami,"['Vegetable', 'Meat']"
155,Food_155,spicy,"['Vegetable', 'Meat']"
156,Food_156,spicy,"['Seafood', 'Meat']"
157,Food_157,sour,"['Vegetable', 'Meat']"
158,Food_158,sweet,"['Vegetable', 'Seafood']"
159,Food_159,umami,"['Vegetable', 'Seafood']"
160,Food_160,sweet,"['Meat', 'Vegetable']"
161,Food_161,umami,"['Seafood', 'Vegetable']"
162,Food_162,salt,"['Vegetable', 'Meat']"
163,Food_163,umami,"['Vegetable', 'Seafood']"
164,Food_164,bitter,"['Vegetable', 'Meat']"
165,Food_165,spicy,"['Seafood', 'Meat']"
166,Food_166,spicy,"['Seafood', 'Meat']"
167,Food_167,sour,"['Seafood', 'Vegetable']"
168,Food_168,salt,"['Vegetable', 'Seafood']"
169,Food_169,salt,"['Seafood', 'Vegetable']"
170,Food_170,salt,"['Seafood', 'Vegetable']"
171,Food_171,sweet,"['Vegetable', 'Seafood']"
172,Food_172,spicy,"['Meat', 'Vegetable']"
173,Food_173,bitter,"['Seafood', 'Vegetable']"
174,Food_174,bitter,"['Seafood', 'Vegetable']"
175,Food_175,umami,"['Vegetable', 'Seafood']"
176,Food_176,bitter,"['Meat', 'Seafood']"
177,Food_177,spicy,"['Vegetable', 'Seafood']"
178,Food_178,sour,"['Seafood', 'Vegetable']"
179,Food_179,bitter,"['Meat', 'Seafood']"
180,Food_180,sour,"['Vegetable', 'Meat']"
181,Food_181,salt,"['Meat', 'Vegetable']"
182,Food_182,salt,"['Seafood', 'Meat']"
183,Food_183,sour,"['Seafood', 'Vegetable']"
184,Food_184,sweet,"['Vegetable', 'Seafood']"
185,Food_185,salt,"['Seafood', 'Meat']"
186,Food_186,sweet,"['Meat', 'Seafood']"
187,Food_187,sour,"['Meat', 'Vegetable']"
188,Food_188,sweet,"['Meat', 'Vegetable']"
189,Food_189,umami,"['Seafood', 'Vegetable']"
190,Food_190,umami,"['Seafood', 'Meat']"
191,Food_191,umami,"['Meat', 'Vegetable']"
192,Food_192,sweet,"['Meat', 'Seafood']"
193,Food_193,salt,"['Meat', 'Vegetable']"
194,Food_194,salt,"['Vegetable', 'Seafood']"
195,Food_195,salt,"['Seafood', 'Vegetable']"
196,Food_196,salt,"['Meat', 'Seafood']"
197,Food_197,salt,"['Vegetable', 'Seafood']"
198,Food_198,sweet,"['Seafood', 'Vegetable']"
199,Food_199,bitter,"['Seafood', 'Vegetable']"
200,Food_200,sour,"['Vegetable', 'Seafood']"
201,Food_201,sweet,"['Seafood', 'Meat']"
202,Food_202,spicy,"['Vegetable', 'Seafood']"
203,Food_203,sweet,"['Seafood', 'Meat']"
204,Food_204,umami,"['Seafood', 'Vegetable']"
205,Food_205,spicy,"['Meat', 'Seafood']"
206,Food_206,sour,"['Seafood', 'Meat']"
207,Food_207,umami,"['Meat', 'Vegetable']"
208,Food_208,sour,"['Meat', 'Vegetable']"
209,Food_209,sour,"['Vegetable', 'Meat']"
210,Food_210,bitter,"['Meat', 'Seafood']"
211,Food_211,sour,"['Meat', 'Vegetable']"
212,Food_212,sweet,"['Vegetable', 'Seafood']"
213,Food_213,sweet,"['Seafood', 'Vegetable']"
214,Food_214,bitter,"['Vegetable', 'Meat']"
215,Food_215,salt,"['Vegetable', 'Meat']"
216,Food_216,sour,"['Seafood', 'Vegetable']"
217,Food_217,sweet,"['Meat', 'Seafood']"
218,Food_218,spicy,"['Seafood', 'Meat']"
219,Food_219,umami,"['Vegetable', 'Seafood']"
220,Food_220,bitter,"['Seafood', 'Vegetable']"
221,Food_221,spicy,"['Seafood', 'Vegetable']"
222,Food_222,sour,"['Vegetable', 'Meat']"
223,Food_223,bitter,"['Seafood', 'Vegetable']"
224,Food_224,sweet,"['Seafood', 'Meat']"
225,Food_225,umami,"['Vegetable', 'Meat']"
226,Food_226,spicy,"['Meat', 'Seafood']"
227,Food_227,bitter,"['Meat', 'Seafood']"
228,Food_228,spicy,"['Vegetable', 'Meat']"
229,Food_229,bitter,"['Vegetable', 'Meat']"
230,Food_230,umami,"['Seafood', 'Meat']"
231,Food_231,bitter,"['Seafood', 'Meat']"
232,Food_232,umami,"['Seafood', 'Meat']"
233,Food_233,umami,"['Seafood', 'Meat']"
234,Food_234,spicy,"['Vegetable', 'Meat']"
235,Food_235,sweet,"['Vegetable', 'Seafood']"
236,Food_236,sour,"['Meat', 'Vegetable']"
237,Food_237,bitter,"['Meat', 'Seafood']"
238,Food_238,sweet,"['Vegetable', 'Seafood']"
239,Food_239,salt,"['Vegetable', 'Seafood']"
240,Food_240,umami,"['Seafood', 'Meat']"
241,Food_241,umami,"['Seafood', 'Meat']"
242,Food_242,sour,"['Vegetable', 'Meat']"
243,Food_243,sweet,"['Seafood', 'Vegetable']"
244,Food_244,sweet,"['Meat', 'Seafood']"
245,Food_245,sweet,"['Seafood', 'Meat']"
246,Food_246,spicy,"['Seafood', 'Meat']"
247,Food_247,umami,"['Meat', 'Seafood']"
248,Food_248,salt,"['Vegetable', 'Meat']"
249,Food_249,umami,"['Seafood', 'Vegetable']"
250,Food_250,sweet,"['Seafood', 'Meat']"
251,Food_251,sour,"['Vegetable', 'Seafood']"
252,Food_252,bitter,"['Seafood', 'Vegetable']"
253,Food_253,spicy,"['Seafood', 'Vegetable']"
254,Food_254,sour,"['Seafood', 'Vegetable']"
255,Food_255,sour,"['Vegetable', 'Meat']"
256,Food_256,salt,"['Meat', 'Seafood']"
257,Food_257,sour,"['Vegetable', 'Meat']"
258,Food_258,spicy,"['Vegetable', 'Meat']"
259,Food_259,salt,"['Vegetable', 'Seafood']"
260,Food_260,bitter,"['Vegetable', 'Meat']"
261,Food_261,umami,"['Seafood', 'Vegetable']"
262,Food_262,sweet,"['Vegetable', 'Meat']"
263,Food_263,sweet,"['Meat', 'Seafood']"
264,Food_264,bitter,"['Meat', 'Vegetable']"
265,Food_265,umami,"['Meat', 'Vegetable']"
266,Food_266,bitter,"['Meat', 'Vegetable']"
267,Food_267,bitter,"['Vegetable', 'Seafood']"
268,Food_268,sweet,"['Seafood', 'Meat']"
269,Food_269,salt,"['Meat', 'Seafood']"
270,Food_270,sweet,"['Meat', 'Seafood']"
271,Food_271,umami,"['Vegetable', 'Meat']"
272,Food_272,salt,"['Meat', 'Seafood']"
273,Food_273,sour,"['Vegetable', 'Seafood']"
274,Food_274,sweet,"['Seafood', 'Meat']"
275,Food_275,salt,"['Vegetable', 'Seafood']"
276,Food_276,umami,"['Vegetable', 'Seafood']"
277,Food_277,salt,"['Seafood', 'Meat']"
278,Food_278,bitter,"['Vegetable', 'Meat']"
279,Food_279,salt,"['Meat', 'Vegetable']"
280,Food_280,umami,"['Vegetable', 'Seafood']"
281,Food_281,sour,"['Meat', 'Vegetable']"
282,Food_282,sour,"['Meat', 'Vegetable']"
283,Food_283,umami,"['Vegetable', 'Meat']"
284,Food_284,sweet,"['Meat', 'Seafood']"
285,Food_285,spicy,"['Meat', 'Vegetable']"
286,Food_286,spicy,"['Vegetable', 'Meat']"
287,Food_287,bitter,"['Seafood', 'Vegetable']"
288,Food_288,bitter,"['Vegetable', 'Seafood']"
289,Food_289,umami,"['Seafood', 'Meat']"
290,Food_290,salt,"['Meat', 'Vegetable']"
291,Food_291,umami,"['Meat', 'Vegetable']"
292,Food_292,umami,"['Seafood', 'Meat']"
293,Food_293,salt,"['Vegetable', 'Meat']"
294,Food_294,sweet,"['Meat', 'Seafood']"
295,Food_295,bitter,"['Vegetable', 'Meat']"
296,Food_296,sour,"['Seafood', 'Meat']"
297,Food_297,sour,"['Seafood', 'Meat']"
298,Food_298,umami,"['Vegetable', 'Seafood']"
299,Food_299,sour,"['Vegetable', 'Meat']"
300,Food_300,spicy,"['Vegetable', 'Meat']"
301,Food_301,bitter,"['Seafood', 'Meat']"
302,Food_302,spicy,"['Meat', 'Vegetable']"
303,Food_303,sweet,"['Seafood', 'Vegetable']"
304,Food_304,salt,"['Seafood', 'Vegetable']"
305,Food_305,sour,"['Vegetable', 'Seafood']"
306,Food_306,umami,"['Meat', 'Vegetable']"
307,Food_307,salt,"['Vegetable', 'Meat']"
308,Food_308,spicy,"['Meat', 'Seafood']"
309,Food_309,spicy,"['Meat', 'Seafood']"
310,Food_310,sweet,"['Meat', 'Seafood']"
311,Food_311,sweet,"['Seafood', 'Meat']"
312,Food_312,spicy,"['Seafood', 'Meat']"
313,Food_313,salt,"['Vegetable', 'Meat']"
314,Food_314,umami,"['Meat', 'Seafood']"
315,Food_315,salt,"['Meat', 'Vegetable']"
316,Food_316,umami,"['Seafood', 'Meat']"
317,Food_317,salt,"['Seafood', 'Vegetable']"
318,Food_318,salt,"['Seafood', 'Meat']"
319,Food_319,umami,"['Seafood', 'Vegetable']"
320,Food_320,salt,"['Meat', 'Seafood']"
321,Food_321,bitter,"['Vegetable', 'Seafood']"
322,Food_322,sweet,"['Meat', 'Vegetable']"
323,Food_323,umami,"['Seafood', 'Meat']"
324,Food_324,umami,"['Vegetable', 'Seafood']"
325,Food_325,spicy,"['Meat', 'Seafood']"
326,Food_326,umami,"['Meat', 'Vegetable']"
327,Food_327,spicy,"['Seafood', 'Meat']"
328,Food_328,sour,"['Seafood', 'Meat']"
329,Food_329,umami,"['Vegetable', 'Seafood']"
330,Food_330,umami,"['Vegetable', 'Meat']"
331,Food_331,spicy,"['Meat', 'Vegetable']"
332,Food_332,salt,"['Vegetable', 'Seafood']"
333,Food_333,sweet,"['Vegetable', 'Seafood']"
334,Food_334,umami,"['Vegetable', 'Meat']"
335,Food_335,umami,"['Vegetable', 'Seafood']"
336,Food_336,salt,"['Vegetable', 'Meat']"
337,Food_337,salt,"['Meat', 'Vegetable']"
338,Food_338,sweet,"['Vegetable', 'Meat']"
339,Food_339,umami,"['Meat', 'Seafood']"
340,Food_340,sour,"['Seafood', 'Meat']"
341,Food_341,salt,"['Seafood', 'Vegetable']"
342,Food_342,bitter,"['Seafood', 'Vegetable']"
343,Food_343,sweet,"['Seafood', 'Vegetable']"
344,Food_344,sour,"['Seafood', 'Meat']"
345,Food_345,salt,"['Seafood', 'Meat']"
346,Food_346,salt,"['Vegetable', 'Meat']"
347,Food_347,umami,"['Seafood', 'Meat']"
348,Food_348,sweet,"['Seafood', 'Vegetable']"
349,Food_349,sour,"['Seafood', 'Meat']"
350,Food_350,umami,"['Meat', 'Seafood']"
351,Food_351,spicy,"['Vegetable', 'Seafood']"
352,Food_352,sweet,"['Seafood', 'Meat']"
353,Food_353,spicy,"['Seafood', 'Vegetable']"
354,Food_354,bitter,"['Meat', 'Seafood']"
355,Food_355,bitter,"['Meat', 'Seafood']"
356,Food_356,sweet,"['Seafood', 'Vegetable']"
357,Food_357,spicy,"['Seafood', 'Meat']"
358,Food_358,salt,"['Vegetable', 'Seafood']"
359,Food_359,bitter,"['Seafood', 'Meat']"
360,Food_360,sour,"['Vegetable', 'Meat']"
361,Food_361,sour,"['Seafood', 'Vegetable']"
362,Food_362,bitter,"['Seafood', 'Vegetable']"
363,Food_363,sour,"['Vegetable', 'Seafood']"
364,Food_364,bitter,"['Seafood', 'Meat']"
365,Food_365,spicy,"['Meat', 'Vegetable']"
366,Food_366,spicy,"['Meat', 'Seafood']"
367,Food_367,umami,"['Seafood', 'Vegetable']"
368,Food_368,sweet,"['Vegetable', 'Seafood']"
369,Food_369,umami,"['Seafood', 'Meat']"
370,Food_370,umami,"['Vegetable', 'Seafood']"
371,Food_371,bitter,"['Seafood', 'Vegetable']"
372,Food_372,umami,"['Meat', 'Vegetable']"
373,Food_373,umami,"['Meat', 'Seafood']"
374,Food_374,sour,"['Seafood', 'Meat']"
375,Food_375,spicy,"['Vegetable', 'Seafood']"
376,Food_376,umami,"['Vegetable', 'Meat']"
377,Food_377,umami,"['Vegetable', 'Meat']"
378,Food_378,bitter,"['Vegetable', 'Seafood']"
379,Food_379,sweet,"['Vegetable', 'Seafood']"
380,Food_380,sweet,"['Vegetable', 'Meat']"
381,Food_381,bitter,"['Meat', 'Vegetable']"
382,Food_382,sweet,"['Seafood', 'Meat']"
383,Food_383,sour,"['Seafood', 'Vegetable']"
384,Food_384,spicy,"['Meat', 'Seafood']"
385,Food_385,sour,"['Meat', 'Seafood']"
386,Food_386,sour,"['Meat', 'Vegetable']"
387,Food_387,bitter,"['Meat', 'Seafood']"
388,Food_388,spicy,"['Vegetable', 'Seafood']"
389,Food_389,spicy,"['Vegetable', 'Seafood']"
390,Food_390,sour,"['Vegetable', 'Meat']"
391,Food_391,umami,"['Meat', 'Seafood']"
392,Food_392,spicy,"['Seafood', 'Meat']"
393,Food_393,spicy,"['Meat', 'Vegetable']"
394,Food_394,spicy,"['Seafood', 'Vegetable']"
395,Food_395,sweet,"['Seafood', 'Vegetable']"
396,Food_396,sweet,"['Vegetable', 'Meat']"
397,Food_397,umami,"['Seafood', 'Vegetable']"
398,Food_398,sweet,"['Seafood', 'Meat']"
399,Food_399,sour,"['Meat', 'Seafood']"
400,Food_400,spicy,"['Seafood', 'Vegetable']"
401,Food_401,umami,"['Seafood', 'Vegetable']"
402,Food_402,bitter,"['Meat', 'Seafood']"
403,Food_403,bitter,"['Meat', 'Vegetable']"
404,Food_404,sweet,"['Meat', 'Vegetable']"
405,Food_405,sour,"['Vegetable', 'Meat']"
406,Food_406,spicy,"['Vegetable', 'Seafood']"
407,Food_407,sweet,"['Meat', 'Vegetable']"
408,Food_408,sweet,"['Seafood', 'Meat']"
409,Food_409,sour,"['Seafood', 'Vegetable']"
410,Food_410,bitter,"['Seafood', 'Vegetable']"
411,Food_411,spicy,"['Vegetable', 'Seafood']"
412,Food_412,salt,"['Seafood', 'Meat']"
413,Food_413,umami,"['Vegetable', 'Seafood']"
414,Food_414,umami,"['Vegetable', 'Seafood']"
415,Food_415,salt,"['Meat', 'Vegetable']"
416,Food_416,bitter,"['Vegetable', 'Seafood']"
417,Food_417,umami,"['Meat', 'Seafood']"
418,Food_418,sweet,"['Vegetable', 'Meat']"
419,Food_419,sour,"['Seafood', 'Vegetable']"
420,Food_420,spicy,"['Seafood', 'Meat']"
421,Food_421,spicy,"['Meat', 'Seafood']"
422,Food_422,umami,"['Seafood', 'Vegetable']"
423,Food_423,bitter,"['Vegetable', 'Meat']"
424,Food_424,bitter,"['Seafood', 'Meat']"
425,Food_425,sour,"['Meat', 'Seafood']"
426,Food_426,sweet,"['Meat', 'Vegetable']"
427,Food_427,bitter,"['Meat', 'Vegetable']"
428,Food_428,salt,"['Vegetable', 'Seafood']"
429,Food_429,umami,"['Meat', 'Vegetable']"
430,Food_430,salt,"['Seafood', 'Meat']"
431,Food_431,salt,"['Meat', 'Vegetable']"
432,Food_432,sweet,"['Meat', 'Seafood']"
433,Food_433,sweet,"['Vegetable', 'Seafood']"
434,Food_434,salt,"['Meat', 'Seafood']"
435,Food_435,spicy,"['Vegetable', 'Seafood']"
436,Food_436,bitter,"['Vegetable', 'Seafood']"
437,Food_437,sour,"['Seafood', 'Vegetable']"
438,Food_438,sour,"['Vegetable', 'Seafood']"
439,Food_439,sour,"['Seafood', 'Meat']"
440,Food_440,salt,"['Seafood', 'Meat']"
441,Food_441,umami,"['Seafood', 'Meat']"
442,Food_442,sweet,"['Meat', 'Seafood']"
443,Food_443,umami,"['Seafood', 'Vegetable']"
444,Food_444,salt,"['Seafood', 'Meat']"
445,Food_445,sour,"['Seafood', 'Vegetable']"
446,Food_446,umami,"['Seafood', 'Vegetable']"
447,Food_447,sweet,"['Vegetable', 'Seafood']"
448,Food_448,sweet,"['Vegetable', 'Meat']"
449,Food_449,sweet,"['Meat', 'Seafood']"
450,Food_450,salt,"['Seafood', 'Meat']"
451,Food_451,spicy,"['Meat', 'Vegetable']"
452,Food_452,sweet,"['Seafood', 'Vegetable']"
453,Food_453,umami,"['Seafood', 'Vegetable']"
454,Food_454,sweet,"['Vegetable', 'Meat']"
455,Food_455,sweet,"['Meat', 'Seafood']"
456,Food_456,bitter,"['Seafood', 'Meat']"
457,Food_457,bitter,"['Vegetable', 'Seafood']"
458,Food_458,umami,"['Vegetable', 'Meat']"
459,Food_459,salt,"['Meat', 'Vegetable']"
460,Food_460,salt,"['Vegetable', 'Meat']"
461,Food_461,umami,"['Vegetable', 'Meat']"
462,Food_462,spicy,"['Meat', 'Vegetable']"
463,Food_463,spicy,"['Vegetable', 'Seafood']"
464,Food_464,umami,"['Seafood', 'Meat']"
465,Food_465,spicy,"['Meat', 'Vegetable']"
466,Food_466,spicy,"['Vegetable', 'Meat']"
467,Food_467,sour,"['Meat', 'Vegetable']"
468,Food_468,sour,"['Meat', 'Seafood']"
469,Food_469,sour,"['Meat', 'Vegetable']"
470,Food_470,sour,"['Seafood', 'Vegetable']"
471,Food_471,umami,"['Meat', 'Seafood']"
472,Food_472,spicy,"['Vegetable', 'Seafood']"
473,Food_473,sour,"['Meat', 'Seafood']"
474,Food_474,sweet,"['Seafood', 'Vegetable']"
475,Food_475,bitter,"['Seafood', 'Meat']"
476,Food_476,umami,"['Vegetable', 'Meat']"
477,Food_477,sour,"['Meat', 'Seafood']"
478,Food_478,bitter,"['Seafood', 'Meat']"
479,Food_479,sour,"['Seafood', 'Vegetable']"
480,Food_480,umami,"['Meat', 'Vegetable']"
481,Food_481,sour,"['Meat', 'Seafood']"
482,Food_482,umami,"['Meat', 'Seafood']"
483,Food_483,spicy,"['Meat', 'Vegetable']"
484,Food_484,spicy,"['Meat', 'Seafood']"
485,Food_485,sour,"['Vegetable', 'Meat']"
486,Food_486,bitter,"['Meat', 'Vegetable']"
487,Food_487,sour,"['Seafood', 'Vegetable']"
488,Food_488,bitter,"['Vegetable', 'Meat']"
489,Food_489,bitter,"['Vegetable', 'Seafood']"
490,Food_490,umami,"['Meat', 'Seafood']"
491,Food_491,salt,"['Seafood', 'Meat']"
492,Food_492,bitter,"['Seafood', 'Vegetable']"
493,Food_493,spicy,"['Seafood', 'Vegetable']"
494,Food_494,salt,"['Seafood', 'Meat']"
495,Food_495,sweet,"['Meat', 'Vegetable']"
496,Food_496,umami,"['Seafood', 'Vegetable']"
497,Food_497,sour,"['Vegetable', 'Seafood']"
498,Food_498,sour,"['Meat', 'Seafood']"
499,Food_499,spicy,"['Vegetable', 'Meat']"
